itemid,title
6674473,슈퍼맨 : 버스라이트
6839214,스킵 비트! 24
6869293,슈퍼맨 : 레드 선
6886390,시빌 워 : 아이언 맨
82224655,[세트] 시빌 워 아이언맨 세트 (찬성파) - 전3권
6977130,블랙 패러독스
7055630,지옥별 레미나
7088289,샌드맨 The SandMan : 영원의 밤
7180090,슈퍼맨 : 포 올 시즌
7219927,소용돌이 합본판
7277089,샌드맨 The SandMan : 꿈 사냥꾼
7472520,헐크 : 월드 워 헐크
7510029,엑스맨 : 메시아 콤플렉스
7560938,간츠 Gantz 28
7601353,스킵 비트! 25
7916195,프롬 헬
8221250,간츠 Gantz 29
8421236,스킵 비트! 26
8727299,그린 랜턴 Green Lantern : 시크릿 오리진 Secret Origin
8727337,시빌 워 : 어메이징 스파이더맨
39712046,[세트] 어메이징 스파이더맨 세트 B - 전3권
82225363,[세트] 시빌 워 중립 진영 세트 - 전4권
8831672,백귀야행 19
11223389,그린 랜턴 Green Lantern : 시네스트로 군단의 역습 1
11223437,그린 랜턴 Green Lantern : 시네스트로 군단의 역습 2
11047794,그린 랜턴 Green Lantern : 리버스 Rebirth
11246898,간츠 Gantz 30
11471190,스킵 비트! 27
11590259,캡틴 아메리카의 죽음 1
11590305,캡틴 아메리카의 죽음 2
82225881,[세트] 시빌 워 에필로그 세트 - 전3권
11894690,캡틴 아메리카의 죽음 3
12014312,스파이더맨 : 백 인 블랙
12116673,슈퍼맨 : 시크릿 아이덴티티
12433120,간츠 Gantz 31
12795758,스킵 비트! 28
12854141,올스타 슈퍼맨 All-Star Superman 1
12859800,Y : 와이 더 라스트 맨 디럭스 에디션 01
327908164,올스타 슈퍼맨 All-Star Superman 세트
13214717,올스타 슈퍼맨 All-Star Superman 2
13587816,베놈 vs. 카니지
13822608,간츠 Gantz 32
13939208,백귀야행 20
14178622,Y : 와이 더 라스트 맨 디럭스 에디션 02
14365484,스킵 비트! 29
14839209,토르 : 천둥의 시대
14839723,Y : 와이 더 라스트 맨 디럭스 에디션 03
15191606,시빌 워 : 캡틴 아메리카
15192893,얼티미츠 Vol.1 : 슈퍼휴먼
15978584,아이덴티티 크라이시스
16203912,엑스맨 : 다크 피닉스 사가
16203794,Y : 와이 더 라스트 맨 디럭스 에디션 04
16184432,간츠 Gantz 33
17109470,스킵 비트! 30
17109582,피터 파커 스파이더맨 : 백 인 블랙
17465073,Y : 와이 더 라스트 맨 디럭스 에디션 05
17861445,WE3 : 디럭스 에디션
18006815,DC : 더 뉴 프런티어
18006826,프라이드 오브 바그다드
18456736,페이블즈 디럭스 에디션 1
18763308,DC : 더 뉴 프런티어 2
18689683,간츠 Gantz 34
19131508,크라이시스 온 인피닛 어스
19903005,제로 아워 : 크라이시스 인 타임
20635068,얼티미츠 Vol.2 : 국토안보
20949249,페이블즈 디럭스 에디션 2
22813934,어벤저스 디스어셈블드
22322782,스킵 비트! 31
22429604,백귀야행 21
22429714,슈퍼맨/배트맨 : 공공의 적
22809530,그린 랜턴 Green Lantern : 레드 랜턴의 분노
24167221,페이블즈 디럭스 에디션 3
24167321,플래시포인트
24167565,아이언 맨 : 엑시큐트 프로그램
24738760,간츠 Gantz 35
25232283,탑 텐 1
25232857,탑 텐 2
25233128,아이언맨 : S.H.I.E.L.D. 국장
25531870,엑스 마키나 디럭스 에디션 1
25867422,아이언 맨 : 헌티드
26061552,울버린
26062246,울버린 웨폰 X
26447413,스킵 비트! 32
26822337,루터
26822764,엑스 마키나 디럭스 에디션 2
27025075,슈퍼맨/배트맨 2 : 슈퍼걸
27479687,간츠 Gantz 36
27128828,맨 오브 스틸 평행세계 세트 - 전3권
27129106,맨 오브 스틸 프리미어 세트 - 전4권
28857510,I 아이 1
28858012,I 아이 2
30602868,킥애스 2 전주곡 : 힛걸
30602930,킥애스 2
30614983,킥애스 1
30684025,[세트] 킥애스 1~2 + 전주곡 힛걸 - 전3권
31391742,엑스포스 / 케이블 : 메시아 워
31636739,그린 랜턴 군단 Green Lantern Corps : 스타 사파이어의 반역
31637119,페이블즈 디럭스 에디션 4
32249423,간츠 Gantz 37
32269310,토르 : 옴니버스
32269797,죽음 디럭스 에디션
33149603,엑스맨 : 세컨드 커밍
33356584,I 아이 3
35080427,스킵 비트! 33
35451332,데어데블 : 본 어게인
35643507,캡틴 아메리카 : 윈터 솔저 얼티밋 컬렉션
35867921,리처드 스타크의 파커 : 헌터
35868038,리처드 스타크의 파커 : 아웃핏
39043517,[세트] 캡틴 아메리카 정주행 세트 A - 전4권
82225033,[세트] 시빌 워 캡틴아메리카 세트 (반대파) - 전3권
36419205,세상이 가르쳐 준 비밀 14
37470663,인빈시블 아이언 맨 1
37470889,인빈시블 아이언 맨 2
39712395,[세트] 아이언맨 정주행 세트 B - 전3권
38093783,묵공 墨攻 1
38094669,묵공 墨攻 2
38094745,묵공 墨攻 3
38094888,묵공 墨攻 4
38095147,묵공 墨攻 5
38095261,묵공 墨攻 6
38095555,묵공 墨攻 7
38095634,묵공 墨攻 8
38096348,[세트] 묵공 墨攻 1~8 세트 - 전8권
38182931,캡틴 아메리카 : 적색의 공포 1
38183115,캡틴 아메리카 : 적색의 공포 2
38967379,"퍼니셔 : 웰컴 백, 프랭크"
39519885,백귀야행 22
39519944,트루데 부인
39834082,어메이징 스파이더맨 1
39834120,어메이징 스파이더맨 2
40171053,페이블즈 디럭스 에디션 5
41044764,엑스맨 : 데이즈 오브 퓨처 패스트
41044901,엑스맨 : 뮤턴트 제네시스
41973275,스킵 비트! 34
42804884,미라클 맨 Book 1
42805292,인피닛 크라이시스
43888698,가디언즈 오브 더 갤럭시 Vol.1 : 코스믹 어벤저스
43896205,탑 텐 : 포티나이너즈
44011117,엑스 마키나 디럭스 에디션 3
44011247,엑스 마키나 디럭스 에디션 4
44152513,우리 부모님을 어떻게 할까요?
45321993,워킹맘 1학년
45322242,워킹맘 2학년
45551376,어소리티 1
45551843,데드풀 & 케이블 1
46202762,어소리티 2
46493845,엑스 마키나 디럭스 에디션 5
48362076,52 - 1
48939407,스킵 비트! 35
48972009,세븐 솔저스 오브 빅토리 Vol.1
49571075,52 - 2
51188607,52 - 3
51762051,세븐 솔저스 오브 빅토리 Vol.2
51763006,어메이징 스파이더맨 3
51763192,52 - 4
52274216,어메이징 스파이더맨 4
52732974,얼티미츠 2 Vol.1 : 신들과 괴물들
53252826,세상이 가르쳐 준 비밀 15
53253339,곳간이 있는 집
53421010,백귀야행 23
53753401,얼티미츠 2 Vol.2 : 미국 대탈취 작전
54105492,피어 잇셀프 Fear Itself
55240076,어벤저스 vs. 엑스맨
55240353,어메이징 스파이더 맨 : 스파이더 아일랜드
55335542,에이지 오브 울트론
55447691,DC 코믹스 앤솔로지
55661278,젠틀맨 리그 : 비범한 신사 연맹 1
56181116,다크 어벤저스 1
56467478,시즈
56467537,타노스 라이징
56518350,다크 어벤저스 2
56876715,시즈 : 다크 어벤저스
56876817,인피니티 건틀렛
56876904,판타스틱 포 Vol.1
58010133,마블 어벤져스 얼티밋 캐릭터 가이드
59712664,어메이징 스파이더 맨 이슈 1
59932477,어메이징 스파이더 맨 이슈 2
60606408,판타스틱 포 Vol.2
60606144,스킵 비트! 36
61029745,마의 파편
61312437,어메이징 스파이더 맨 이슈 3
61937911,이리디머블 앤트 맨 1
61938190,어나일레이션 Book 1
62268029,어나일레이션 Book 2
62268764,어메이징 스파이더 맨 이슈 4
62489340,젠틀맨 리그 : 비범한 신사 연맹 2
62997823,판타스틱 포 Vol.3
63391789,판타스틱 포 Vol.4
63392084,미라클 맨 Book 2
63398307,그레이브야드 북 Vol.1
63398892,그레이브야드 북 Vol.2
64531896,어나일레이션 Book 3
65196251,어메이징 스파이더 맨 이슈 5
65541045,왕좌의 게임 그래픽 노블 1
65541364,앤트맨 Vol.1 : 두 번 사는 남자
65541459,왕좌의 게임 그래픽 노블 2
66087482,리처드 스타크의 파커 : 스코어
66936901,가디언즈 오브 더 갤럭시 Vol.2 : 안젤라
66937727,페이블즈 디럭스 에디션 6
67103619,이리디머블 앤트 맨 2
67103757,어메이징 스파이더 맨 이슈 6
68759875,어메이징 스파이더 맨 이슈 7
68940597,킥애스 3
68940948,스타워즈 : 다스 베이더와 아들
68941397,스타워즈 : 베이더의 꼬마 공주님
68941776,그린 랜턴 Green Lantern : 에이전트 오렌지
68942211,그린 랜턴 군단 Green Lantern Corps : 에메랄드 이클립스
73578160,[세트] 스타워즈 그래픽노블 시리즈 2 - 전2권
70693489,어메이징 스파이더 맨 이슈 8
70875799,스타워즈 다스 베이더 Vol.1 : 베이더
70876177,풀 어헤드! 코코 애장판 1
70876340,파이널 크라이시스
70876438,풀 어헤드! 코코 애장판 2
70876523,풀 어헤드! 코코 애장판 3
70876614,풀 어헤드! 코코 애장판 4
70876686,풀 어헤드! 코코 1~4 애장판 세트 - 전4권
70876837,그린 애로우 : 롱보우 헌터스
70877031,스타워즈 Vol.1 : 스카이워커의 일격
73572782,[세트] 스타워즈 그래픽노블 시리즈 1 - 전4권
72008013,스타워즈 : 레아 공주
72008350,스타워즈 : 제국의 와해
72193664,풀 어헤드! 코코 애장판 5
72193710,풀 어헤드! 코코 애장판 6
72193753,풀 어헤드! 코코 애장판 7
72193781,풀 어헤드! 코코 애장판 8
72193817,풀 어헤드! 코코 애장판 9
72193849,풀 어헤드! 코코 5~9 애장판 세트 - 전5권
72325326,마블 백과사전
72326271,미즈 마블 이슈 1
75028779,파이널 크라이시스 : 세 세계의 리전
75029129,미즈 마블 이슈 2
75501223,스킵 비트! 37
75501654,데드풀의 마블 유니버스 죽이기
76101020,마블 나우! 어메이징 스파이더맨 VOL. 1 : 파커의 운수
76101491,마블 나우! 어메이징 스파이더맨 VOL. 2 : 스파이더버스 전주곡
76103386,150cm 라이프 3
76535377,할리 퀸 밸런타인데이 스페셜 원샷 1
77362067,풀 어헤드! 코코 애장판 11
76102705,150cm 라이프 1
76103358,150cm 라이프 2
76590083,[세트] 150cm 라이프 1~3 세트 - 전3권
77361968,풀 어헤드! 코코 애장판 10
77362211,풀 어헤드! 코코 애장판 12
77362241,풀 어헤드! 코코 애장판 13
77362251,풀 어헤드! 코코 애장판 14
77362279,풀 어헤드! 코코 10~14 애장판 세트 - 전5권
77611651,미즈 마블 이슈 3
77666044,마블 어벤저스 백과사전
78081684,마블 나우! 어메이징 스파이더맨 VOL. 3 : 스파이더버스
79723927,(뉴 52) 저스티스 리그 1 : 탄생
79725078,인저스티스 : 갓 어몽 어스 Vol. 1
79300348,배트맨 대 슈퍼맨 공식 그래픽노블 세트 - 전4권
79724226,(뉴 52) 원더 우먼 1 : 피
80250447,(뉴 52) 수어사이드 스쿼드 1 : 난장판
80250542,미즈 마블 이슈 4
80250752,(뉴 52) 할리 퀸 1 : 도시의 불꽃 유망주
80250783,(뉴 52) 배트맨 이터널 1
80250869,슈피리어 스파이더맨 1 : 내 최악의 적
80336495,(뉴 52) 배트맨 7 : 엔드 게임
80337191,풀 어헤드! 코코 애장판 15
80337266,풀 어헤드! 코코 애장판 16
80337280,풀 어헤드! 코코 애장판 17
80337291,풀 어헤드! 코코 애장판 18
80337335,풀 어헤드! 코코 애장판 19
80337365,풀 어헤드! 코코 15~19 애장판 세트 - 전5권
88192217,[세트] (뉴 52) 수어사이드 스쿼드 원작 세트 - 전2권
88192379,[세트] (뉴 52) 수어사이드 스쿼드 할리퀸 세트 - 전2권
327909341,배트맨 대 슈퍼맨 : 저스티스의 시작 공식 그래픽 노블 세트 B
81526108,백귀야행 24
81526154,도로헤도로 Dorohedoro 20
81748530,시빌 워 : 울버린
81748987,호크아이 Vol.1 : 인간병기
82135628,시빌 워 : 프론트 라인 1
82136023,시빌 워 : 프론트 라인 2
82242404,블랙키스트 나이트
82242424,(뉴 52) 배트맨 이터널 2
82242691,미즈 마블 이슈 5
83466788,캡틴 아메리카 : 얼굴 없는 사나이
83919000,슈피리어 스파이더맨 2 : 농담의 위험성
83919143,스파이더맨 / 데드풀 이슈 1
84000687,(뉴 52) 배트맨 이터널 3
84001017,블랙키스트 나이트 : 그린 랜턴
84001313,왕좌의 게임 그래픽 노블 3
84001902,페이블즈 디럭스 에디션 7
84002281,엑스맨 : 에이지 오브 아포칼립스 Vol.1 알파
86070098,스파이더맨 / 데드풀 이슈 2
86070737,(뉴 52) 수어사이드 스쿼드 2 : 바실리스크 라이징
86070888,어나일레이션 : 컨퀘스트 Book 1
86229166,(뉴 52) 할리 퀸 2 : 나가 버린 파워
86229296,블랙키스트 나이트 : 그린 랜턴 군단
86229744,할리 퀸 & 수어사이드 스쿼드 만우절 스페셜 원샷
86230102,어나일레이션 : 컨퀘스트 Book 2
87628752,미즈 마블 1
87628834,스파이더맨 / 데드풀 이슈 3
87629319,플래시 : 리버스
87629475,FF 에프에프 1
87825214,(뉴 52) 저스티스 리그 2 : 악인의 여정
87825453,시크릿 어벤저스 1 : 미션 투 마스
87825768,블랙키스트 나이트 : 군단 이야기
89488081,스킵 비트! 38
89899719,스파이더맨 / 데드풀 이슈 4
89942452,FF 에프에프 2
89942482,시크릿 어벤저스 2 : 용의 눈
89943020,호크아이 Vol.2 : 소소한 사건들
90048169,인저스티스 : 갓 어몽 어스 Vol. 2
90048942,블랙키스트 나이트 : 블랙 랜턴 군단 Vol. 1
90188631,페이블즈 디럭스 에디션 8
91733379,스파이더맨 / 데드풀 이슈 5
92511137,페이블즈 디럭스 에디션 9
92511611,요괴헌터 히에다의 제자들 1
92636547,블랙키스트 나이트 : 블랙 랜턴 군단 Vol. 2
92636557,아이언 맨 : 병 속의 악마
92636560,블랙키스트 나이트 : 블랙 랜턴 라이즈
92703258,미라클 맨 Book 3
94509000,선셋 로즈 1
94722245,닥터 스트레인지 : 서약
94875296,스타워즈 Vol.2 : 밀수꾼 위성의 결전
94953495,미즈 마블 2
94962075,페이블즈 디럭스 에디션 10
95204503,스타워즈 다스 베이더 Vol.2 : 그림자와 비밀
95204587,스파이더맨 / 데드풀 이슈 6
95204854,스타워즈 : 다스 베이더와 친구들
95204924,스타워즈 : 잘 자요 다스 베이더
96671188,스파이더맨 / 데드풀 이슈 7
96673230,스파이 vs 스파이 : 블랙(& 화이트) 작전
97411256,스타워즈 다스 베이더 Vol.3 : 슈토룬 전쟁
97412235,스타워즈 : 베이더 다운
97597639,스타워즈 Vol.3 : 반란군 요새
97597916,겟 지로
98683799,(뉴 52) 원더 우먼 2 : 기백
98377155,스타워즈 : 다스 베이더 홀리데이 박스 - 전4권
98683498,스파이더맨 / 데드풀 이슈 8
98907905,샌드맨 The SandMan : 서곡 디럭스 에디션
100035062,세상이 가르쳐 준 비밀 16
100035799,스파이더맨 / 데드풀 이슈 9
101077591,스킵 비트! 39
101077922,백귀야행 25
101079673,시오리와 시미코 애장판 1
101080318,시오리와 시미코 애장판 2
101080638,시오리와 시미코 애장판 3
101106033,스파이더맨 / 데드풀 VOL. 1 : 브로맨틱하지 않나요?
101293787,(뉴 52) 배트맨 8 : 슈퍼헤비
101294058,사가 Vol. 1
101294809,사가 Vol. 2
101295216,데드풀 Vol. 1
102498802,엑스맨 : 데들리 제네시스
102497794,스파이더맨 / 데드풀 이슈 10
102498235,언캐니 엑스맨 : 시아 제국의 흥망
102499868,도로헤도로 Dorohedoro 21
102500253,시오리와 시미코 애장판 4
103372503,(뉴 52) 저스티스 리그 3 : 아틀란티스의 왕좌
103372717,플래시 Vol. 1 : 앞으로
103373604,슈피리어 스파이더맨 3 : 탈출구는 없다
103373649,데어데블 얼티밋 컬렉션 1
103849532,울버린 : 올드 맨 로건
105357879,슈피리어 스파이더맨 4 : 필요악
105905465,스파이더맨 / 데드풀 이슈 11
105914019,가디언즈 오브 더 갤럭시 Vol.3 : 가디언즈 디스어셈블드
105914326,(뉴 52) 배트맨 9 : 블룸
105914844,아쿠아맨 Vol.1 : 해구 괴물
105973280,(뉴 52) 원더 우먼 3 : 철
106100643,데드풀 Vol. 2
107902884,세상이 가르쳐 준 비밀 6
107902945,세상이 가르쳐 준 비밀 7
107902969,세상이 가르쳐 준 비밀 13
106779004,미즈 마블 3
107795121,고담 센트럴 Book 1 : 사건 현장
107848167,사가 Vol. 3
107848367,디센더 Vol. 1 : 깡통 별
107848533,디센더 Vol. 2 : 기계 달
107971987,호크아이 Vol.3 : LA 우먼
107975991,가디언즈 오브 더 갤럭시 Vol.4 : 원죄
107976278,스파이더맨 / 데드풀 이슈 12
107981012,어벤저스 Vol.1
107981148,슈퍼맨 언체인드
109080524,[세트] 간츠 Gantz 1~37 (완결) - 전37권
109887946,X-23 원샷
109969357,(뉴 52) 원더 우먼 4 : 전쟁
109969516,(뉴 52) 배트맨 10 : 에필로그
109969829,배트맨 앤드 선
109970293,슈피리어 스파이더맨 5 : 슈피리어 베놈
109970544,어벤저스 Vol.2
111989126,인휴먼즈 : 타고난 권리로
111993781,슈피리어 스파이더맨 6 : 고블린 왕국
112065797,배트맨 & 로빈 : 배트맨 부활
112065803,인피니티 이슈 1
112066314,스킵 비트! 40
112066349,인휴먼즈
112066369,인피니티 이슈 2
112066620,데이트리퍼: 디럭스 에디션
112066700,호크아이 Vol.4 : 리오 브라보
112067111,배트맨 R.I.P
112546062,마블 나우! 어메이징 스파이더맨 Vol. 1-3 세트 - 전3권
112549120,스파이더맨 백 인 블랙 세트 - 전3권
112553822,슈피리어 스파이더맨 세트 - 전6권
112891553,어메이징 스파이더맨 세트 - 전4권
113944322,인피니티 이슈 3
113944411,인피니티 이슈 4
114378665,페이블즈 디럭스 에디션 11
114381211,플래시 Vol. 2 : 로그즈의 반란
114381497,뉴 어벤저스 Vol.1 : Everything Dies
114381647,배트맨 : 타임 앤드 배트맨
114383252,배트맨: 리턴 오브 브루스 웨인
114383648,사일런트 워
115701965,DC 코믹스 백과사전
116310583,인피니티 이슈 5
116310694,인피니티 이슈 6
116441275,사가 Vol. 4
116441709,슈퍼맨 액션 코믹스 Vol.1
116441980,배트맨 & 로빈 : 배트맨 & 로빈 머스트 다이!
116442190,배트맨 & 로빈 : 배트맨 VS. 로빈
116442409,워 오브 킹즈
118404348,아메리칸 뱀파이어 Vol. 1
118404544,아쿠아맨 Vol.2 :  디 아더스
118404737,(뉴 52) 배트맨 Vol.1 : 올빼미 법정
118404785,스파이더맨 / 데드풀 VOL. 2 : 작은 이야기들
118404896,아메리칸 뱀파이어 Vol. 2
118404927,(뉴 52) 배트맨 Vol.2 : 올빼미 도시
118405261,배트맨: 할리 퀸
118405302,뉴 어벤저스 Vol.2 : Infinity
118532755,페이블즈 디럭스 에디션 12
119595892,토르 천둥의 신 Vol.1 : 신 도살자
120064425,슈퍼맨 액션 코믹스 Vol.2
120064673,저스티스 리그 :  위대한 승리
120080968,맨해튼 프로젝트 Vol.1
120081364,맨해튼 프로젝트 Vol.2
120083807,(뉴 52) 저스티스 리그 4 : 그리드
120085630,시크릿 오리진스 Vol.1
120086686,시크릿 오리진스 Vol.2
121721792,도로헤도로 Dorohedoro 22
122819647,저스티스 리그 1~4권 재정가 세트 -전4권
123700372,판타스틱 포 Vol.5
123700950,렐름 오브 킹즈
123784848,데어데블 얼티밋 컬렉션 2
123785206,판타스틱 포 Vol.6
123791104,인휴먼 Vol.1 : 제네시스
123797816,인휴먼 Vol.2 : 액시스
125243967,리처드 스타크의 파커 : 슬레이그라운드
125323129,스타워즈 다스 베이더 Vol.4 : 게임의 끝
125445436,스타워즈 다스 베이더 1~4 재정가 세트 - 전4권
128871017,젠틀맨 리그 : 비범한 신사 연맹 - 검은 서류
126008339,데드풀 vs. 타노스 이슈 1
126015640,스타워즈 : 라스트 제다이 오피셜 가이드
126268144,스킵 비트! 41
126661331,백귀야행 26
126663464,고담 센트럴 Book 2 : 광대와 광인들
126664649,네모 : 얼음 심장
126675598,배트맨 : 노엘
129859954,(뉴 52) 원더 우먼 5 : 살
129860808,데드풀 : 떠버리 용병을 그리다
130473650,데드풀 vs. 타노스 이슈 2
130809800,헬보이 Hellboy 1
131658381,배트맨 : 다크 나이트 리턴즈 30주년 에디션
131658449,블랙 팬서 : 블랙 팬서는 누구인가?
131659436,젠틀맨 리그 : 비범한 신사 연맹 3 - 백 년
131661237,(뉴 52) 저스티스 리그 5 : 포에버 히어로즈
134976738,아쿠아맨 Vol.3 : 아틀란티스의 왕좌
135012358,데드풀 vs. 타노스 이슈 3
135012566,데드풀 vs. 타노스 이슈 4
135012582,(뉴 52) 원더 우먼 6 : 뼈
135012672,사가 Vol. 5
135013270,배트맨 : 킬링 조크
135551426,(뉴 52) 저스티스 리그 6 : 인저스티스 리그
135552362,잭 커비 앤솔로지
138375431,저스티스 리그 : 트리니티 워
138377926,스타워즈 Vol.4 : 하빈저 최후의 비행
138378963,(뉴 52) 저스티스 리그 포에버 이블
138382761,배트맨 : 이어 원 디럭스 에디션
138383406,헬보이 Hellboy 2
138386037,스타워즈 : 한 솔로
141295874,타노스 임페러티브
141295880,인피니티
141319787,마블 스튜디오 어벤저스 : 인피니티 워 프렐류드
141321354,인피니티 풀 스토리 재정가 세트 - 전3권
141322157,타노스 완전 정복 재정가 세트 - 전3권
142110730,데드풀 vs. 타노스
143143276,마블스
143143291,뉴 어벤저스 Vol.3 : Other Worlds
143143292,데드풀 Vol. 3
146565900,아쿠아맨 Vol.4 : 왕의 죽음
146970285,뉴 어벤저스 Vol.4 : A Perfect World
146970397,(뉴 52) 저스티스 리그 7 : 다크사이드 워 PART 1
146970594,마블 나우! 어메이징 스파이더맨 VOL. 4 : 밤손님
146971188,디센더 Vol. 3 : 특이점
147874168,스파이더맨 / 데드풀 VOL. 3 : 잇시 빗시
147874266,데드풀 & 케이블 2
147931144,어벤저스 Vol.3
147931262,페이블즈 디럭스 에디션 13
147931688,한 솔로 : 스타워즈 스토리 오피셜 무비 가이드
149309332,(뉴 52) 저스티스 리그 8 : 다크사이드 워 PART 2
151332058,아메리칸 뱀파이어 Vol. 3
151523600,고담 센트럴 Book 3 : 변종 순찰
151523602,앤트맨과 와스프 프렐류드
151524111,어두운 밤 : 진짜 배트맨 이야기
151524301,어메이징 스파이더맨 : 다잉 위시
152188714,스파이더맨 / 데드풀 VOL. 0 : 이건 팀업이 아니야
156519530,토르 천둥의 신 Vol.2 : 신폭탄
157656177,헬보이 Hellboy 3
157663272,비전 이슈 1
158316597,배트맨 Vol.1 : 나는 고담이다
158316924,슈퍼맨 Vol. 1 : 슈퍼맨의 아들
158317701,플래시 Vol. 1 : 번개는 두 번 친다
158321666,토미에 - 상
158321772,토미에 - 하
158321967,소이치의 저주 일기
158322750,사자의 상사병
158380348,사가 Vol. 6
158380626,DC 유니버스 리버스 : 디럭스 에디션
320719386,이토 준지 걸작집 세트 -  전11권
163232008,비전 이슈 2
163232150,(뉴 52) 배트맨 Vol.3 : 가족의 죽음
163232485,탈주병이 있는 집
163232589,뒷골목
163232626,수어사이드 스쿼드 Vol. 1 : 블랙 볼트
163656422,머리 없는 조각상
163656750,신음하는 배수관
163664233,스킵 비트! 42
163675863,아메리칸 뱀파이어 Vol. 4
163676614,배트맨 디텍티브 코믹스 Vol.1 : 배트맨들의 출현
164081860,(뉴 52) 배트맨 Vol.4 : 제로 이어 - 비밀의 도시
164088107,캡틴 아메리카 : 로드 투 리본
168458083,헬보이 Hellboy 4
168458173,비전 이슈 3
168674629,어메이징 스파이더맨 : 원 모어 데이
168674969,아쿠아맨 Vol.1 : 침몰
168675223,올스타 배트맨 Vol.1 : 내 최악의 적
168706234,묘비 마을
168706573,프랑켄슈타인
168718381,캡틴 아메리카 : 리본
168718485,데드풀 Vol. 4
168719150,미즈 마블 4
171099728,궤담
171159493,수어사이드 스쿼드 Vol. 2 : 제정신으로
171159633,스타워즈 : 메이드 이지
171159757,디센더 Vol. 4 : 궤도 역학
171159762,비전 이슈 4
171159798,가디언즈 오브 더 갤럭시 Vol.5 : 거울에 비친 나
171255555,배트맨 : 몬스터 맨들의 밤
171256645,"슈퍼맨 Vol. 2 : 슈퍼 선, 시험받다"
171257057,페이블즈 디럭스 에디션 14
173872321,토르 천둥의 신 Vol.3 : 저주받은 자
173872885,비전 이슈 5
173876508,배트맨 Vol.2 : 나는 자살이다
174227692,액션 코믹스 #1000 디럭스 에디션
174227757,FF 에프에프 3
174227772,디센더 Vol. 5 : 로봇의 봉기
174228469,배트맨 디텍티브 코믹스 Vol.2 : 빅팀 신디케이트
174274719,사가 Vol. 7
174275002,FF 에프에프 4
174275311,올스타 배트맨 Vol.2 : 지구의 끝
174856095,마블 나우! 어메이징 스파이더맨 Vol. 1-4 세트 - 전4권
174856184,아쿠아맨 재정가 세트 - 전4권
175997768,데어데블 얼티밋 컬렉션 3
176410106,스타워즈 Vol.5 : 요다의 비밀 전쟁
176410469,비전 이슈 6
176410651,엑스맨 : 신은 사랑하고 인간은 살해한다
176657260,페이블즈 디럭스 에디션 15
176658353,배트맨 : 다크 프린스 차밍
176658887,스타워즈 : 오비완과 아나킨
176779139,스타워즈 제다이 아카데미 Vol. 1
176779327,스타워즈 제다이 아카데미 Vol. 2
176779537,스타워즈 제다이 아카데미 Vol. 3
176779706,스타워즈 제다이 아카데미 트릴로지 박스 세트 1~3 - 전3권
179221598,시크릿 엠파이어 전주곡
177213426,스타워즈 비주얼 백과사전
178986646,비전 이슈 7
178986701,닥터 스트레인지 Vol.1
178987104,언캐니 어벤저스 Vol.1
178987157,플래시 Vol. 2 : 어둠의 속도
178987788,인빈시블 아이언 맨 Vol. 1: 리부트
179220089,언캐니 어벤저스 Vol.2
179220569,비전 Vol. 1 : 인간보다 못할 것 없는
179221181,어벤저스 : 타임 런즈 아웃
179219849,비전 이슈 8
182498965,비전 이슈 9
182499404,비전 이슈 10
182498415,헬보이 Hellboy 5
